"X","Y","Z","Intensity"
2.504,-3.916,1.245,133.000
2.484,-3.915,1.242,130.000
2.468,-3.920,1.241,129.000
2.471,-3.953,1.249,130.000
2.465,-3.975,1.253,128.000
2.457,-3.993,1.256,128.000
2.439,-3.997,1.255,125.000
2.430,-4.012,1.257,127.000
2.425,-4.038,1.262,57.000
2.418,-4.056,1.265,34.000
3.831,-6.478,2.017,33.000
3.806,-6.482,2.014,36.000
3.780,-6.493,2.013,36.000
3.767,-6.522,2.018,39.000
3.740,-6.527,2.016,36.000
3.720,-6.543,2.017,36.000
3.691,-6.548,2.014,36.000
3.671,-6.566,2.016,36.000
3.648,-6.579,2.016,36.000
3.626,-6.596,2.017,35.000
3.603,-6.608,2.017,36.000
3.581,-6.622,2.017,37.000
3.552,-6.625,2.014,38.000
3.533,-6.639,2.015,37.000
3.510,-6.654,2.016,36.000
3.489,-6.669,2.017,36.000
3.468,-6.687,2.018,43.000
3.427,-6.660,2.007,45.000
3.410,-6.686,2.011,21.000
3.401,-6.723,2.019,22.000
2.239,-4.468,1.339,45.000
2.209,-4.444,1.330,36.000
2.184,-4.435,1.325,30.000
2.186,-4.475,1.334,45.000
2.165,-4.470,1.331,27.000
2.165,-4.511,1.341,30.000
2.165,-4.554,1.351,63.000
2.152,-4.564,1.352,108.000
2.142,-4.586,1.356,115.000
2.134,-4.611,1.361,115.000
2.124,-4.633,1.366,112.000
2.109,-4.640,1.366,112.000
2.099,-4.661,1.370,109.000
2.085,-4.677,1.372,106.000
2.075,-4.697,1.376,112.000
2.064,-4.714,1.379,109.000
2.050,-4.727,1.381,106.000
2.038,-4.742,1.383,112.000
2.029,-4.768,1.388,109.000
2.020,-4.792,1.393,115.000
2.010,-4.817,1.399,115.000
1.994,-4.824,1.399,118.000
1.982,-4.845,1.403,118.000
1.974,-4.874,1.409,115.000
1.963,-4.899,1.414,115.000
1.955,-4.919,1.418,109.000
1.939,-4.933,1.420,112.000
1.925,-4.945,1.422,106.000
1.913,-4.966,1.426,106.000
1.904,-4.993,1.432,112.000
1.891,-5.014,1.436,115.000
1.877,-5.028,1.438,112.000
1.862,-5.042,1.440,118.000
1.854,-5.073,1.447,118.000
1.844,-5.102,1.454,115.000
1.832,-5.126,1.459,118.000
1.818,-5.144,1.462,115.000
1.806,-5.164,1.466,112.000
1.793,-5.185,1.470,109.000
1.781,-5.212,1.476,106.000
1.768,-5.233,1.480,103.000
1.752,-5.242,1.481,106.000
1.737,-5.261,1.485,109.000
1.728,-5.295,1.492,124.000
1.707,-5.295,1.491,30.000
1.694,-5.310,1.493,23.000
1.682,-5.342,1.501,55.000
1.668,-5.358,1.504,114.000
1.652,-5.376,1.507,124.000
1.642,-5.407,1.514,124.000
1.628,-5.433,1.520,122.000
1.612,-5.446,1.522,121.000
1.595,-5.459,1.524,122.000
1.583,-5.489,1.531,124.000
1.569,-5.515,1.536,122.000
1.561,-5.549,1.545,127.000
1.545,-5.566,1.548,121.000
1.535,-5.611,1.559,119.000
1.521,-5.640,1.565,118.000
1.501,-5.638,1.563,70.000
1.472,-5.606,1.553,57.000
1.443,-5.581,1.545,55.000
1.419,-5.565,1.539,54.000
1.396,-5.563,1.537,51.000
1.375,-5.559,1.534,51.000
1.352,-5.548,1.530,50.000
1.325,-5.523,1.522,51.000
